building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,city,country,state
983,1,2016-01-01 07:00:00,195.642,9,Entertainment/public assembly,122122,,,8.9,,2.2,0.0,1029.0,30.0,3.1,San Antonio,USA,TX
983,0,2016-01-01 08:00:00,309.0,9,Entertainment/public assembly,122122,,,8.9,,2.2,0.0,1030.0,20.0,3.1,San Antonio,USA,TX
983,2,2016-01-01 08:00:00,1177.3,9,Entertainment/public assembly,122122,,,8.9,,2.2,0.0,1030.0,20.0,3.1,San Antonio,USA,TX
983,0,2016-01-01 10:00:00,331.0,9,Entertainment/public assembly,122122,,,7.8,,1.7,0.0,1030.0,10.0,5.7,San Antonio,USA,TX
983,1,2016-01-01 11:00:00,216.427,9,Entertainment/public assembly,122122,,,7.2,,1.7,-1.0,1031.0,10.0,5.7,San Antonio,USA,TX
983,2,2016-01-01 18:00:00,1006.5,9,Entertainment/public assembly,122122,,,8.3,,1.1,0.0,1033.0,10.0,5.1,San Antonio,USA,TX
983,1,2016-01-01 22:00:00,193.532,9,Entertainment/public assembly,122122,,,7.8,,0.6,0.0,1032.0,10.0,3.1,San Antonio,USA,TX
983,0,2016-01-02 02:00:00,307.0,9,Entertainment/public assembly,122122,,,7.2,,0.0,0.0,1034.0,350.0,2.1,San Antonio,USA,TX
983,0,2016-01-02 04:00:00,309.0,9,Entertainment/public assembly,122122,,,7.2,,-2.2,0.0,1034.0,10.0,2.1,San Antonio,USA,TX
983,1,2016-01-02 05:00:00,190.754,9,Entertainment/public assembly,122122,,,7.2,,-2.2,0.0,1034.0,360.0,2.6,San Antonio,USA,TX
983,1,2016-01-02 11:00:00,252.686,9,Entertainment/public assembly,122122,,,6.7,,0.0,0.0,1031.0,360.0,2.1,San Antonio,USA,TX
983,2,2016-01-03 08:00:00,1354.2,9,Entertainment/public assembly,122122,,,5.6,,4.4,-1.0,1027.0,230.0,1.5,San Antonio,USA,TX
983,0,2016-01-03 11:00:00,366.0,9,Entertainment/public assembly,122122,,,6.1,,4.4,0.0,1027.0,0.0,0.0,San Antonio,USA,TX
983,0,2016-01-03 21:00:00,371.0,9,Entertainment/public assembly,122122,,,15.6,0.0,6.1,0.0,1023.5,,2.1,San Antonio,USA,TX
