building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,city,country,state
1095,1,2016-01-01 00:00:00,0.0,13,Education,32256,,,-8.3,8.0,-12.2,,1023.5,250.0,4.1,Minneapolis,USA,MN
1095,0,2016-01-03 00:00:00,63.739,13,Education,32256,,,-2.8,0.0,-8.3,0.0,1016.0,280.0,4.6,Minneapolis,USA,MN
1095,1,2016-01-03 04:00:00,0.0,13,Education,32256,,,-3.9,0.0,-8.3,0.0,1018.5,310.0,7.2,Minneapolis,USA,MN
1095,0,2016-01-03 05:00:00,63.996,13,Education,32256,,,-4.4,,-8.3,0.0,1019.5,310.0,6.7,Minneapolis,USA,MN
1095,1,2016-01-03 11:00:00,0.0,13,Education,32256,,,-3.3,,-6.7,0.0,1023.0,330.0,6.2,Minneapolis,USA,MN
1095,0,2016-01-03 14:00:00,64.684,13,Education,32256,,,-2.8,,-7.2,0.0,1026.0,330.0,4.6,Minneapolis,USA,MN
1095,0,2016-01-03 22:00:00,64.885,13,Education,32256,,,-2.2,,-7.2,0.0,1028.0,280.0,3.6,Minneapolis,USA,MN
1095,0,2016-01-04 11:00:00,79.897,13,Education,32256,,,-10.0,0.0,-11.7,0.0,1033.0,220.0,2.1,Minneapolis,USA,MN
1095,1,2016-01-04 12:00:00,0.0,13,Education,32256,,,-11.1,0.0,-12.8,0.0,1033.0,0.0,0.0,Minneapolis,USA,MN
1095,1,2016-01-05 00:00:00,0.0,13,Education,32256,,,-7.2,8.0,-9.4,0.0,1032.0,,3.1,Minneapolis,USA,MN
1095,1,2016-01-05 22:00:00,0.0,13,Education,32256,,,-1.7,,-7.2,0.0,1020.5,130.0,4.6,Minneapolis,USA,MN
1095,1,2016-01-06 02:00:00,0.0,13,Education,32256,,,-3.3,,-7.2,0.0,1021.0,160.0,3.6,Minneapolis,USA,MN
1095,1,2016-01-06 03:00:00,0.0,13,Education,32256,,,-3.3,4.0,-7.2,0.0,1020.5,160.0,4.6,Minneapolis,USA,MN
1095,1,2016-01-06 05:00:00,0.0,13,Education,32256,,,-3.9,,-7.2,0.0,1020.5,150.0,3.1,Minneapolis,USA,MN
1095,0,2016-01-06 06:00:00,65.056,13,Education,32256,,,-3.3,8.0,-6.7,0.0,1020.0,140.0,3.6,Minneapolis,USA,MN
1095,1,2016-01-06 07:00:00,0.0,13,Education,32256,,,-2.8,,-6.1,0.0,1019.5,130.0,3.1,Minneapolis,USA,MN
1095,0,2016-01-06 10:00:00,75.133,13,Education,32256,,,-4.4,0.0,-7.2,0.0,1019.0,130.0,2.6,Minneapolis,USA,MN
1095,0,2016-01-06 16:00:00,81.242,13,Education,32256,,,-2.8,,-6.1,0.0,1019.5,130.0,3.6,Minneapolis,USA,MN
1095,0,2016-01-08 04:00:00,63.766,13,Education,32256,,,0.6,,-1.1,-1.0,1013.0,80.0,3.1,Minneapolis,USA,MN
1095,0,2016-01-08 06:00:00,65.47,13,Education,32256,,,0.6,8.0,-0.6,8.0,1012.0,10.0,1.5,Minneapolis,USA,MN
1095,0,2016-01-08 09:00:00,70.019,13,Education,32256,,,0.0,,-0.6,3.0,1011.0,10.0,2.6,Minneapolis,USA,MN
1095,0,2016-01-08 13:00:00,82.892,13,Education,32256,,,0.0,,-1.1,-1.0,1010.5,350.0,3.6,Minneapolis,USA,MN
1095,1,2016-01-09 00:00:00,0.0,13,Education,32256,,,-0.6,8.0,-2.8,-1.0,1011.0,320.0,5.7,Minneapolis,USA,MN
1095,0,2016-01-10 13:00:00,67.135,13,Education,32256,,,-23.3,0.0,-26.1,0.0,1025.0,300.0,4.6,Minneapolis,USA,MN
1095,1,2016-01-10 16:00:00,0.0,13,Education,32256,,,-22.2,0.0,-26.7,0.0,1024.0,290.0,5.7,Minneapolis,USA,MN
1095,1,2016-01-11 19:00:00,0.0,13,Education,32256,,,-16.1,,-20.0,0.0,1013.0,140.0,3.1,Minneapolis,USA,MN
1095,1,2016-01-11 21:00:00,0.0,13,Education,32256,,,-15.0,,-18.9,0.0,1011.5,140.0,2.6,Minneapolis,USA,MN
1095,0,2016-01-11 22:00:00,65.681,13,Education,32256,,,-14.4,,-18.9,-1.0,1010.5,,2.1,Minneapolis,USA,MN
1095,0,2016-01-12 12:00:00,83.517,13,Education,32256,,,-20.6,0.0,-23.9,0.0,1020.0,310.0,4.6,Minneapolis,USA,MN
1095,0,2016-01-13 04:00:00,64.708,13,Education,32256,,,-19.4,0.0,-22.8,0.0,1022.5,230.0,3.1,Minneapolis,USA,MN
1095,0,2016-01-13 15:00:00,84.211,13,Education,32256,,,-16.1,,-18.9,-1.0,1015.0,130.0,2.1,Minneapolis,USA,MN
1095,0,2016-01-13 20:00:00,68.638,13,Education,32256,,,-6.1,,-10.6,0.0,1008.5,220.0,3.6,Minneapolis,USA,MN
1095,1,2016-01-14 03:00:00,0.0,13,Education,32256,,,-8.3,,-11.1,0.0,1007.5,0.0,0.0,Minneapolis,USA,MN
1095,0,2016-01-14 04:00:00,66.021,13,Education,32256,,,-7.8,,-11.1,0.0,1007.0,70.0,1.5,Minneapolis,USA,MN
1095,1,2016-01-14 14:00:00,0.0,13,Education,32256,,,-7.8,4.0,-10.6,0.0,1002.0,70.0,3.6,Minneapolis,USA,MN
1095,1,2016-01-14 20:00:00,0.0,13,Education,32256,,,-4.4,,-6.7,0.0,999.0,100.0,5.1,Minneapolis,USA,MN
1095,1,2016-01-15 10:00:00,0.0,13,Education,32256,,,-5.6,,-8.3,0.0,1001.5,330.0,4.6,Minneapolis,USA,MN
1095,0,2016-01-16 23:00:00,65.685,13,Education,32256,,,-19.4,,-26.1,0.0,1020.0,290.0,6.7,Minneapolis,USA,MN
1095,0,2016-01-17 10:00:00,67.654,13,Education,32256,,,-24.4,4.0,-28.3,0.0,1023.5,300.0,5.1,Minneapolis,USA,MN
1095,0,2016-01-17 18:00:00,67.491,13,Education,32256,,,-21.1,0.0,-27.2,0.0,1027.0,300.0,4.1,Minneapolis,USA,MN
1095,1,2016-01-18 00:00:00,0.0,13,Education,32256,,,-20.6,0.0,-26.7,0.0,1028.0,290.0,5.1,Minneapolis,USA,MN
1095,0,2016-01-18 10:00:00,65.926,13,Education,32256,,,-24.4,0.0,-28.3,0.0,1029.0,290.0,3.1,Minneapolis,USA,MN
1095,1,2016-01-18 13:00:00,0.0,13,Education,32256,,,-23.9,,-27.8,0.0,1030.0,290.0,3.6,Minneapolis,USA,MN
1095,0,2016-01-19 18:00:00,75.15,13,Education,32256,,,-16.1,6.0,-21.7,0.0,1034.0,140.0,3.1,Minneapolis,USA,MN
1095,1,2016-01-19 18:00:00,0.0,13,Education,32256,,,-16.1,6.0,-21.7,0.0,1034.0,140.0,3.1,Minneapolis,USA,MN
1095,0,2016-01-19 20:00:00,69.777,13,Education,32256,,,-15.0,,-20.6,0.0,1032.0,140.0,2.1,Minneapolis,USA,MN
1095,0,2016-01-20 05:00:00,65.558,13,Education,32256,,,-13.9,,-17.8,-1.0,1028.0,140.0,4.1,Minneapolis,USA,MN
1095,1,2016-01-20 11:00:00,0.0,13,Education,32256,,,-11.7,,-14.4,0.0,1024.0,140.0,3.1,Minneapolis,USA,MN
1095,1,2016-01-20 12:00:00,0.0,13,Education,32256,,,-11.1,8.0,-13.9,-1.0,1023.5,160.0,4.1,Minneapolis,USA,MN
1095,1,2016-01-21 00:00:00,0.0,13,Education,32256,,,-5.6,8.0,-9.4,0.0,1022.5,170.0,2.1,Minneapolis,USA,MN
1095,0,2016-01-21 01:00:00,66.196,13,Education,32256,,,-6.1,,-9.4,0.0,1023.0,180.0,3.1,Minneapolis,USA,MN
1095,1,2016-01-21 05:00:00,0.0,13,Education,32256,,,-6.1,,-8.9,0.0,1024.0,130.0,1.5,Minneapolis,USA,MN
1095,0,2016-01-21 06:00:00,67.711,13,Education,32256,,,-6.7,8.0,-8.9,0.0,1025.0,150.0,1.5,Minneapolis,USA,MN
1095,0,2016-01-21 20:00:00,72.741,13,Education,32256,,,-5.0,,-7.8,-1.0,1029.0,360.0,3.1,Minneapolis,USA,MN
1095,1,2016-01-22 00:00:00,0.0,13,Education,32256,,,-6.1,8.0,-9.4,-1.0,1030.0,350.0,1.5,Minneapolis,USA,MN
1095,1,2016-01-22 12:00:00,0.0,13,Education,32256,,,-7.2,8.0,-11.1,0.0,1031.0,20.0,3.6,Minneapolis,USA,MN
1095,0,2016-01-22 13:00:00,82.917,13,Education,32256,,,-7.2,,-11.7,-1.0,1032.0,20.0,3.6,Minneapolis,USA,MN
1095,0,2016-01-22 20:00:00,67.992,13,Education,32256,,,-4.4,,-11.1,0.0,1030.0,30.0,2.6,Minneapolis,USA,MN
1095,1,2016-01-23 01:00:00,0.0,13,Education,32256,,,-5.6,4.0,-11.1,0.0,1030.0,,2.1,Minneapolis,USA,MN
1095,1,2016-01-23 10:00:00,0.0,13,Education,32256,,,-7.2,,-11.1,0.0,1025.0,170.0,6.2,Minneapolis,USA,MN
1095,0,2016-01-23 14:00:00,68.255,13,Education,32256,,,-7.8,,-11.1,0.0,1023.0,200.0,6.2,Minneapolis,USA,MN
1095,1,2016-01-24 10:00:00,0.0,13,Education,32256,,,-3.9,,-4.4,0.0,1011.5,180.0,1.5,Minneapolis,USA,MN
1095,0,2016-01-24 11:00:00,65.451,13,Education,32256,,,-3.9,,-4.4,0.0,1011.5,160.0,1.5,Minneapolis,USA,MN
1095,0,2016-01-25 18:00:00,73.508,13,Education,32256,,,-2.2,8.0,-4.4,0.0,1009.5,0.0,0.0,Minneapolis,USA,MN
1095,0,2016-01-26 21:00:00,68.978,13,Education,32256,,,-2.8,,-9.4,-1.0,1021.0,310.0,6.2,Minneapolis,USA,MN
1095,1,2016-01-27 01:00:00,0.0,13,Education,32256,,,-2.8,,-8.3,0.0,1022.5,270.0,5.1,Minneapolis,USA,MN
1095,1,2016-01-28 00:00:00,0.0,13,Education,32256,,,3.9,8.0,-0.6,0.0,1005.0,250.0,5.7,Minneapolis,USA,MN
1095,1,2016-01-28 01:00:00,0.0,13,Education,32256,,,3.9,,-0.6,0.0,1005.0,260.0,4.6,Minneapolis,USA,MN
1095,1,2016-01-28 05:00:00,0.0,13,Education,32256,,,3.3,,-1.1,0.0,1004.0,260.0,5.1,Minneapolis,USA,MN
1095,0,2016-01-28 20:00:00,67.103,13,Education,32256,,,-1.1,,-6.7,0.0,1011.0,310.0,7.2,Minneapolis,USA,MN
1095,0,2016-01-28 22:00:00,66.055,13,Education,32256,,,-1.1,2.0,-7.8,0.0,1012.0,310.0,6.2,Minneapolis,USA,MN
1095,0,2016-01-29 00:00:00,65.427,13,Education,32256,,,-3.3,2.0,-8.3,0.0,1013.5,320.0,3.6,Minneapolis,USA,MN
1095,1,2016-01-29 15:00:00,0.0,13,Education,32256,,,-4.4,,-8.9,0.0,1010.0,140.0,4.6,Minneapolis,USA,MN
1095,1,2016-01-29 17:00:00,0.0,13,Education,32256,,,-2.8,,-7.8,0.0,1008.5,160.0,7.2,Minneapolis,USA,MN
1095,0,2016-01-29 19:00:00,68.768,13,Education,32256,,,-1.1,4.0,-6.7,0.0,1006.0,150.0,8.2,Minneapolis,USA,MN
1095,0,2016-01-30 04:00:00,64.072,13,Education,32256,,,0.6,,-1.7,0.0,,220.0,4.1,Minneapolis,USA,MN
1095,0,2016-01-30 06:00:00,64.81,13,Education,32256,,,0.0,4.0,-1.7,0.0,1000.5,230.0,2.6,Minneapolis,USA,MN
1095,0,2016-01-30 15:00:00,65.609,13,Education,32256,,,0.0,,-2.8,0.0,1001.5,220.0,1.5,Minneapolis,USA,MN
1095,0,2016-01-31 20:00:00,67.72,13,Education,32256,,,3.3,,-1.7,0.0,1004.0,290.0,4.1,Minneapolis,USA,MN
1095,0,2016-02-01 11:00:00,82.91,13,Education,32256,,,-4.4,0.0,-5.6,0.0,1014.0,0.0,0.0,Minneapolis,USA,MN
1095,0,2016-02-02 19:00:00,68.793,13,Education,32256,,,-2.2,9.0,-3.3,17.0,1013.5,30.0,5.1,Minneapolis,USA,MN
1095,0,2016-02-02 20:00:00,67.021,13,Education,32256,,,-1.7,9.0,-3.3,-1.0,,30.0,6.2,Minneapolis,USA,MN
1095,1,2016-02-02 21:00:00,0.0,13,Education,32256,,,-1.7,,-3.3,5.0,1011.0,30.0,7.7,Minneapolis,USA,MN
1095,0,2016-02-02 23:00:00,66.241,13,Education,32256,,,-1.7,,-3.3,3.0,1009.0,20.0,9.3,Minneapolis,USA,MN
1095,1,2016-02-03 00:00:00,0.0,13,Education,32256,,,-2.2,8.0,-3.9,-1.0,1009.0,10.0,9.3,Minneapolis,USA,MN
1095,1,2016-02-03 04:00:00,0.0,13,Education,32256,,,-3.3,,-5.0,-1.0,1007.5,360.0,7.7,Minneapolis,USA,MN
1095,0,2016-02-03 07:00:00,65.906,13,Education,32256,,,-5.0,,-7.2,-1.0,1007.0,360.0,9.3,Minneapolis,USA,MN
1095,0,2016-02-03 19:00:00,69.799,13,Education,32256,,,-6.1,,-13.9,0.0,1014.5,330.0,7.7,Minneapolis,USA,MN
1095,0,2016-02-04 04:00:00,63.346,13,Education,32256,,,-10.0,4.0,-14.4,0.0,1020.5,240.0,2.1,Minneapolis,USA,MN
1095,0,2016-02-05 01:00:00,67.168,13,Education,32256,,,-5.6,2.0,-10.6,0.0,1024.0,270.0,3.1,Minneapolis,USA,MN
1095,1,2016-02-05 04:00:00,0.0,13,Education,32256,,,-10.0,0.0,-12.2,0.0,1026.0,280.0,1.5,Minneapolis,USA,MN
1095,0,2016-02-05 13:00:00,84.964,13,Education,32256,,,-12.8,,-14.4,0.0,1029.0,190.0,3.1,Minneapolis,USA,MN
1095,0,2016-02-05 17:00:00,77.189,13,Education,32256,,,-7.8,,-11.1,0.0,1028.0,150.0,2.6,Minneapolis,USA,MN
1095,0,2016-02-06 01:00:00,63.731,13,Education,32256,,,-3.9,,-7.2,-1.0,1025.0,190.0,5.1,Minneapolis,USA,MN
1095,1,2016-02-06 08:00:00,0.0,13,Education,32256,,,-3.3,,-5.6,0.0,1022.5,240.0,2.6,Minneapolis,USA,MN
1095,1,2016-02-06 11:00:00,0.0,13,Education,32256,,,-3.9,,-6.1,0.0,1022.0,210.0,2.1,Minneapolis,USA,MN
1095,1,2016-02-06 12:00:00,0.0,13,Education,32256,,,-3.3,8.0,-6.1,0.0,1021.5,200.0,3.1,Minneapolis,USA,MN
1095,1,2016-02-07 19:00:00,0.0,13,Education,32256,,,3.9,,-3.3,0.0,1003.5,270.0,9.3,Minneapolis,USA,MN
1095,0,2016-02-10 14:00:00,80.052,13,Education,32256,,,-15.6,,-20.6,0.0,1022.0,10.0,2.6,Minneapolis,USA,MN
