building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,city,country,state
282,1,2016-01-01 02:00:00,0.0,2,Office,28750,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,Phoenix,USA,AZ
282,1,2016-01-01 05:00:00,0.0,2,Office,28750,,,10.0,0.0,-6.7,0.0,1017.0,260.0,1.5,Phoenix,USA,AZ
282,1,2016-01-01 10:00:00,0.0,2,Office,28750,,,5.0,0.0,-5.6,0.0,1017.5,0.0,0.0,Phoenix,USA,AZ
282,1,2016-01-01 15:00:00,1.4771,2,Office,28750,,,3.3,0.0,-3.9,0.0,1019.5,0.0,0.0,Phoenix,USA,AZ
282,0,2016-01-01 16:00:00,11.02,2,Office,28750,,,5.6,0.0,-2.8,0.0,1020.0,100.0,1.5,Phoenix,USA,AZ
282,1,2016-01-01 17:00:00,0.9144,2,Office,28750,,,8.3,0.0,-3.3,0.0,1020.5,0.0,0.0,Phoenix,USA,AZ
282,1,2016-01-01 18:00:00,0.211,2,Office,28750,,,10.6,0.0,-4.4,0.0,1020.5,0.0,0.0,Phoenix,USA,AZ
282,0,2016-01-02 09:00:00,11.02,2,Office,28750,,,10.0,0.0,0.6,0.0,1019.5,100.0,2.6,Phoenix,USA,AZ
282,1,2016-01-02 10:00:00,0.0,2,Office,28750,,,10.6,0.0,0.6,0.0,1019.5,80.0,3.6,Phoenix,USA,AZ
282,1,2016-01-02 11:00:00,0.0,2,Office,28750,,,11.1,0.0,0.6,0.0,1019.5,90.0,4.1,Phoenix,USA,AZ
282,0,2016-01-02 16:00:00,10.65,2,Office,28750,,,12.2,4.0,0.0,0.0,1021.0,80.0,6.2,Phoenix,USA,AZ
282,0,2016-01-02 19:00:00,12.56,2,Office,28750,,,17.8,2.0,-0.6,0.0,1020.5,100.0,5.1,Phoenix,USA,AZ
282,1,2016-01-03 12:00:00,0.7385,2,Office,28750,,,12.2,6.0,0.0,0.0,1017.5,100.0,3.1,Phoenix,USA,AZ
282,0,2016-01-04 11:00:00,65.72,2,Office,28750,,,15.6,,-0.6,0.0,1009.5,120.0,2.6,Phoenix,USA,AZ
282,1,2016-01-04 11:00:00,16.1423,2,Office,28750,,,15.6,,-0.6,0.0,1009.5,120.0,2.6,Phoenix,USA,AZ
282,1,2016-01-04 15:00:00,11.6408,2,Office,28750,,,13.9,,2.8,0.0,1010.0,80.0,4.6,Phoenix,USA,AZ
282,0,2016-01-06 23:00:00,12.65,2,Office,28750,,,15.0,,3.9,0.0,1014.0,280.0,2.6,Phoenix,USA,AZ
282,1,2016-01-07 00:00:00,0.0,2,Office,28750,,,15.0,6.0,4.4,0.0,1014.5,300.0,2.1,Phoenix,USA,AZ
282,0,2016-01-10 01:00:00,11.76,2,Office,28750,,,12.8,2.0,3.3,0.0,1020.5,230.0,1.5,Phoenix,USA,AZ
282,1,2016-01-10 03:00:00,0.0,2,Office,28750,,,11.1,0.0,5.0,0.0,1021.0,0.0,0.0,Phoenix,USA,AZ
282,1,2016-01-10 07:00:00,0.0,2,Office,28750,,,7.8,0.0,5.0,0.0,1021.5,80.0,3.1,Phoenix,USA,AZ
282,0,2016-01-10 13:00:00,10.3,2,Office,28750,,,6.7,,3.9,0.0,1020.5,120.0,2.1,Phoenix,USA,AZ
282,1,2016-01-11 01:00:00,0.0,2,Office,28750,,,12.8,,1.7,0.0,1019.5,270.0,3.6,Phoenix,USA,AZ
282,0,2016-01-11 12:00:00,60.91,2,Office,28750,,,5.0,0.0,3.9,0.0,1021.5,220.0,1.5,Phoenix,USA,AZ
282,1,2016-01-11 15:00:00,4.8533,2,Office,28750,,,5.6,0.0,3.3,0.0,1023.0,0.0,0.0,Phoenix,USA,AZ
282,1,2016-01-11 18:00:00,1.3012,2,Office,28750,,,11.7,2.0,0.0,0.0,1025.0,110.0,1.5,Phoenix,USA,AZ
282,0,2016-01-12 11:00:00,61.23,2,Office,28750,,,5.0,0.0,0.6,0.0,1023.0,0.0,0.0,Phoenix,USA,AZ
282,0,2016-01-12 13:00:00,43.24,2,Office,28750,,,4.4,0.0,0.0,0.0,1023.0,0.0,0.0,Phoenix,USA,AZ
282,0,2016-01-12 22:00:00,14.3,2,Office,28750,,,17.8,0.0,-7.8,0.0,1019.5,310.0,2.1,Phoenix,USA,AZ
282,1,2016-01-13 01:00:00,0.0,2,Office,28750,,,17.8,0.0,-6.7,0.0,1018.5,350.0,2.6,Phoenix,USA,AZ
282,1,2016-01-13 04:00:00,0.0,2,Office,28750,,,12.2,0.0,-1.1,,1019.0,0.0,0.0,Phoenix,USA,AZ
282,0,2016-01-14 11:00:00,51.04,2,Office,28750,,,6.7,2.0,1.1,0.0,1015.5,110.0,3.1,Phoenix,USA,AZ
282,1,2016-01-14 15:00:00,13.9971,2,Office,28750,,,6.1,2.0,0.6,0.0,1017.0,110.0,3.1,Phoenix,USA,AZ
282,0,2016-01-14 16:00:00,30.08,2,Office,28750,,,8.3,2.0,0.6,0.0,1017.5,110.0,2.6,Phoenix,USA,AZ
282,1,2016-01-14 16:00:00,12.0276,2,Office,28750,,,8.3,2.0,0.6,0.0,1017.5,110.0,2.6,Phoenix,USA,AZ
282,1,2016-01-15 12:00:00,3.1652,2,Office,28750,,,7.2,6.0,1.1,0.0,1013.5,110.0,3.6,Phoenix,USA,AZ
282,1,2016-01-15 16:00:00,1.5474,2,Office,28750,,,7.2,,1.7,0.0,1014.0,150.0,2.6,Phoenix,USA,AZ
282,1,2016-01-16 00:00:00,0.0,2,Office,28750,,,15.6,4.0,0.6,0.0,1013.5,300.0,4.1,Phoenix,USA,AZ
282,0,2016-01-16 05:00:00,12.48,2,Office,28750,,,10.0,4.0,2.2,0.0,1017.0,100.0,2.6,Phoenix,USA,AZ
282,0,2016-01-16 19:00:00,12.08,2,Office,28750,,,13.9,4.0,1.1,0.0,1021.0,,1.5,Phoenix,USA,AZ
282,0,2016-01-16 20:00:00,12.64,2,Office,28750,,,13.9,4.0,1.1,0.0,1020.0,0.0,0.0,Phoenix,USA,AZ
282,0,2016-01-16 22:00:00,12.01,2,Office,28750,,,16.1,,0.0,0.0,1018.5,290.0,2.1,Phoenix,USA,AZ
282,0,2016-01-17 01:00:00,12.03,2,Office,28750,,,15.6,,0.6,0.0,1018.5,240.0,2.1,Phoenix,USA,AZ
282,0,2016-01-17 02:00:00,11.65,2,Office,28750,,,15.6,,0.0,0.0,1019.0,290.0,2.1,Phoenix,USA,AZ
282,1,2016-01-17 10:00:00,0.0,2,Office,28750,,,8.9,2.0,3.3,0.0,1020.0,100.0,2.1,Phoenix,USA,AZ
282,0,2016-01-17 14:00:00,11.51,2,Office,28750,,,6.7,2.0,2.8,0.0,1021.5,110.0,2.6,Phoenix,USA,AZ
282,1,2016-01-17 20:00:00,0.0,2,Office,28750,,,16.1,2.0,1.7,0.0,1021.5,330.0,1.5,Phoenix,USA,AZ
