building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,city,country,state
539,0,2016-01-01 07:00:00,5.06,3,Entertainment/public assembly,1473,,,5.6,,0.0,0.0,1021.0,350.0,3.1,Philadelphia,USA,PA
539,0,2016-01-01 11:00:00,0.94,3,Entertainment/public assembly,1473,,,5.6,,-1.7,0.0,1020.5,320.0,4.6,Philadelphia,USA,PA
539,0,2016-01-01 20:00:00,5.32,3,Entertainment/public assembly,1473,,,7.2,,-1.1,0.0,1019.0,310.0,3.1,Philadelphia,USA,PA
539,0,2016-01-02 02:00:00,5.1,3,Entertainment/public assembly,1473,,,3.9,0.0,-5.6,0.0,1021.0,320.0,5.7,Philadelphia,USA,PA
539,0,2016-01-03 13:00:00,0.95,3,Entertainment/public assembly,1473,,,0.0,2.0,-3.3,0.0,1013.5,220.0,3.1,Philadelphia,USA,PA
539,0,2016-01-03 19:00:00,5.03,3,Entertainment/public assembly,1473,,,10.6,4.0,-3.3,0.0,1010.5,160.0,2.6,Philadelphia,USA,PA
539,0,2016-01-05 17:00:00,2.45,3,Entertainment/public assembly,1473,,,-2.2,0.0,-15.6,0.0,1039.0,330.0,3.6,Philadelphia,USA,PA
539,0,2016-01-06 08:00:00,5.09,3,Entertainment/public assembly,1473,,,-5.6,0.0,-10.6,0.0,1037.0,240.0,2.1,Philadelphia,USA,PA
539,0,2016-01-06 22:00:00,5.35,3,Entertainment/public assembly,1473,,,3.3,2.0,-12.2,0.0,1032.0,210.0,1.5,Philadelphia,USA,PA
539,0,2016-01-08 15:00:00,1.95,3,Entertainment/public assembly,1473,,,5.0,8.0,3.9,-1.0,1022.5,50.0,2.6,Philadelphia,USA,PA
539,0,2016-01-08 17:00:00,4.74,3,Entertainment/public assembly,1473,,,5.6,,5.0,-1.0,1021.0,50.0,2.1,Philadelphia,USA,PA
539,0,2016-01-09 19:00:00,5.21,3,Entertainment/public assembly,1473,,,9.4,,7.8,-1.0,1017.5,20.0,2.6,Philadelphia,USA,PA
539,0,2016-01-10 11:00:00,1.01,3,Entertainment/public assembly,1473,,,13.3,,12.2,0.0,999.5,180.0,5.7,Philadelphia,USA,PA
539,0,2016-01-10 23:00:00,5.28,3,Entertainment/public assembly,1473,,,9.4,4.0,-2.2,0.0,1002.5,310.0,11.8,Philadelphia,USA,PA
539,0,2016-01-11 06:00:00,5.37,3,Entertainment/public assembly,1473,,,2.2,0.0,-8.3,0.0,1011.5,290.0,7.2,Philadelphia,USA,PA
539,0,2016-01-12 19:00:00,5.83,3,Entertainment/public assembly,1473,,,6.7,,-7.2,0.0,1006.5,210.0,6.7,Philadelphia,USA,PA
539,0,2016-01-13 09:00:00,3.29,3,Entertainment/public assembly,1473,,,-5.0,0.0,-15.0,0.0,1020.5,270.0,4.6,Philadelphia,USA,PA
539,0,2016-01-13 22:00:00,5.99,3,Entertainment/public assembly,1473,,,-1.1,,-16.1,0.0,1019.5,320.0,3.6,Philadelphia,USA,PA
539,0,2016-01-14 16:00:00,1.02,3,Entertainment/public assembly,1473,,,3.9,2.0,-5.6,0.0,1016.5,170.0,3.6,Philadelphia,USA,PA
539,0,2016-01-14 19:00:00,5.29,3,Entertainment/public assembly,1473,,,11.1,2.0,-3.9,0.0,1013.5,200.0,5.7,Philadelphia,USA,PA
539,0,2016-01-16 05:00:00,5.5,3,Entertainment/public assembly,1473,,,6.1,,5.0,28.0,997.5,30.0,5.1,Philadelphia,USA,PA
539,0,2016-01-16 15:00:00,1.24,3,Entertainment/public assembly,1473,,,6.7,8.0,6.1,0.0,1003.5,200.0,4.1,Philadelphia,USA,PA
539,0,2016-01-16 21:00:00,5.42,3,Entertainment/public assembly,1473,,,10.6,8.0,1.7,0.0,1006.0,320.0,6.7,Philadelphia,USA,PA
539,0,2016-01-17 04:00:00,5.53,3,Entertainment/public assembly,1473,,,4.4,4.0,-2.2,0.0,1011.5,320.0,3.6,Philadelphia,USA,PA
539,0,2016-01-17 21:00:00,5.37,3,Entertainment/public assembly,1473,,,2.2,6.0,-0.6,-1.0,1008.5,360.0,3.1,Philadelphia,USA,PA
539,0,2016-01-18 04:00:00,5.56,3,Entertainment/public assembly,1473,,,1.1,2.0,-2.2,0.0,1009.5,240.0,4.1,Philadelphia,USA,PA
539,0,2016-01-18 06:00:00,5.4,3,Entertainment/public assembly,1473,,,0.6,6.0,-4.4,-1.0,1010.0,280.0,4.1,Philadelphia,USA,PA
539,0,2016-01-18 14:00:00,1.39,3,Entertainment/public assembly,1473,,,-7.0,2.0,-18.0,0.0,1018.5,290.0,8.8,Philadelphia,USA,PA
539,0,2016-01-18 16:00:00,1.51,3,Entertainment/public assembly,1473,,,-5.6,2.0,-17.2,0.0,1019.5,310.0,11.3,Philadelphia,USA,PA
539,0,2016-01-19 19:00:00,5.81,3,Entertainment/public assembly,1473,,,-3.3,2.0,-17.2,0.0,1026.0,290.0,10.3,Philadelphia,USA,PA
